onset	duration	sample	trial_type	condition	GaborV	Gabor_stim_file	SoundV	Sound_stim_file	Correct	response_time
1.5	0	751	vis_only	4	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	0	1.032824
7.5	0	3751	nonsp_vis	5	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.6424994
13.5	0	6751	vis_only	4	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.5601639
19.5	0	9751	vis_dis	3	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.3422345
25.5	0	12751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.3867648
31.5	0	15751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	0.6244505
37.5	0	18751	aud_only	2	1	no Gabor shown	1	no Sound played	0	1.785769
43.5	0	21751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.6644744
49.5	0	24751	vis_only	4	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.1851597
55.5	0	27751	nonsp_vis	5	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.7236641
61.5	0	30751	vis_only	4	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	1.021273
67.5	0	33751	nonsp_vis	5	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.5886951
73.5	0	36751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	0	0.5665476
79.5	0	39751	nonsp_vis	5	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.6250337
85.5	0	42751	aud_only	2	1	no Gabor shown	1	no Sound played	0	1.868674
91.5	0	45751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	0.8497038
97.5	0	48751	aud_dis	1	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.986082
103.5	0	51751	aud_only	2	3	no Gabor shown	1	no Sound played	1	1.058093
109.5	0	54751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.7516098
115.5	0	57751	nonsp_vis	5	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	3.878101
121.5	0	60751	vis_only	4	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.6082336
127.5	0	63751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.4782207
133.5	0	66751	nonsp_aud	6	2	no Gabor shown	3	no Sound played	1	0.5985633
139.5	0	69751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.4827447
145.5	0	72751	vis_dis	3	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.3233338
151.5	0	75751	nonsp_aud	6	2	no Gabor shown	2	no Sound played	1	1.645169
157.5	0	78751	nonsp_vis	5	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.9319912
163.5	0	81751	aud_only	2	3	no Gabor shown	3	no Sound played	1	0.6101619
169.5	0	84751	vis_dis	3	3	gabor10_50percent.png	1	stimulus___500Hz.wav	0	3.064087
175.5	0	87751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	1.378748
181.5	0	90751	aud_only	2	3	no Gabor shown	3	no Sound played	1	0.2610516
187.5	0	93751	nonsp_aud	6	2	no Gabor shown	3	no Sound played	1	0.3648392
193.5	0	96751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.3903732
199.5	0	99751	nonsp_aud	6	3	no Gabor shown	1	no Sound played	1	1.05829
205.5	0	102751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.7030217
211.5	0	105751	vis_only	4	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	1.029898
217.5	0	108751	aud_only	2	2	no Gabor shown	3	no Sound played	1	2.779117
223.5	0	111751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	2.13028
