onset	duration	sample	trial_type	condition	GaborV	Gabor_stim_file	SoundV	Sound_stim_file	Correct	response_time
1.5	0	751	aud_only	2	1	no Gabor shown	3	no Sound played	1	0.3369002
7.5	0	3751	nonsp_vis	5	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	1.08016
13.5	0	6751	aud_dis	1	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.420289
19.5	0	9751	vis_dis	3	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.5185286
25.5	0	12751	vis_only	4	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.5777057
31.5	0	15751	aud_only	2	3	no Gabor shown	1	no Sound played	1	0.2990667
37.5	0	18751	nonsp_aud	6	2	no Gabor shown	2	no Sound played	1	0.5069681
43.5	0	21751	vis_only	4	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.7647553
49.5	0	24751	nonsp_vis	5	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.678053
55.5	0	27751	aud_only	2	1	no Gabor shown	2	no Sound played	1	0.9183946
61.5	0	30751	nonsp_vis	5	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.7121729
67.5	0	33751	vis_dis	3	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.436586
73.5	0	36751	aud_dis	1	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.2565803
79.5	0	39751	nonsp_vis	5	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.5499059
85.5	0	42751	vis_only	4	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.485767
91.5	0	45751	aud_only	2	3	no Gabor shown	2	no Sound played	1	0.711888
97.5	0	48751	nonsp_aud	6	1	no Gabor shown	2	no Sound played	1	0.5504539
103.5	0	51751	nonsp_aud	6	3	no Gabor shown	3	no Sound played	1	0.3641421
109.5	0	54751	vis_dis	3	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.1800725
115.5	0	57751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.2968718
121.5	0	60751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.435614
127.5	0	63751	nonsp_aud	6	3	no Gabor shown	3	no Sound played	1	0.4292406
133.5	0	66751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.5622507
139.5	0	69751	aud_only	2	3	no Gabor shown	3	no Sound played	1	0.7625777
145.5	0	72751	nonsp_vis	5	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.4974993
151.5	0	75751	nonsp_aud	6	3	no Gabor shown	1	no Sound played	1	0.5042166
157.5	0	78751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.4941819
163.5	0	81751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	0.6266124
169.5	0	84751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	0	0.3470815
175.5	0	87751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	0.5771998
181.5	0	90751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.530594
187.5	0	93751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.6114994
193.5	0	96751	aud_only	2	3	no Gabor shown	3	no Sound played	1	0.5068421
199.5	0	99751	vis_only	4	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.7094047
205.5	0	102751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.2863986
211.5	0	105751	vis_only	4	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.4808709
217.5	0	108751	aud_dis	1	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	0	0.4362707
223.5	0	111751	vis_dis	3	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.1823206
229.5	0	114751	nonsp_aud	6	2	no Gabor shown	2	no Sound played	1	0.547643
235.5	0	117751	aud_only	2	1	no Gabor shown	3	no Sound played	1	0.2865112
241.5	0	120751	aud_only	2	3	no Gabor shown	1	no Sound played	1	0.5228386
247.5	0	123751	aud_only	2	2	no Gabor shown	2	no Sound played	1	0.6026394
253.5	0	126751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	1.207055
259.5	0	129751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.3186106
265.5	0	132751	nonsp_aud	6	3	no Gabor shown	3	no Sound played	1	0.3915101
271.5	0	135751	nonsp_aud	6	3	no Gabor shown	1	no Sound played	1	0.4121287
277.5	0	138751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.3637735
283.5	0	141751	aud_dis	1	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	0	0.8756852
289.5	0	144751	aud_dis	1	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	1.20226
295.5	0	147751	nonsp_vis	5	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.6049386
301.5	0	150751	aud_only	2	2	no Gabor shown	2	no Sound played	0	0.4102462
307.5	0	153751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.5540289
313.5	0	156751	vis_dis	3	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.7504629
319.5	0	159751	aud_only	2	2	no Gabor shown	2	no Sound played	1	1.69823
325.5	0	162751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.4129034
331.5	0	165751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.3165482
337.5	0	168751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	0.2775377
343.5	0	171751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.9294928
349.5	0	174751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	0.7350487
355.5	0	177751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.3020617
361.5	0	180751	vis_only	4	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	1.600567
367.5	0	183751	vis_dis	3	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.6046842
373.5	0	186751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	0.4901244
379.5	0	189751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.3892866
385.5	0	192751	aud_dis	1	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.2725024
391.5	0	195751	vis_dis	3	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.2955716
397.5	0	198751	aud_dis	1	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	0	0.9733195
403.5	0	201751	nonsp_vis	5	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.6082009
409.5	0	204751	vis_dis	3	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.2369828
415.5	0	207751	nonsp_aud	6	1	no Gabor shown	2	no Sound played	1	0.2909212
421.5	0	210751	vis_dis	3	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.1614772
427.5	0	213751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.4428449
433.5	0	216751	vis_only	4	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.6098341
439.5	0	219751	nonsp_aud	6	2	no Gabor shown	3	no Sound played	1	0.311443
445.5	0	222751	aud_only	2	3	no Gabor shown	3	no Sound played	1	0.2795302
451.5	0	225751	aud_only	2	3	no Gabor shown	2	no Sound played	1	0.747661
457.5	0	228751	vis_dis	3	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.3121407
463.5	0	231751	vis_dis	3	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	0	1.040885
469.5	0	234751	vis_dis	3	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.4160094
475.5	0	237751	aud_only	2	2	no Gabor shown	1	no Sound played	1	0.6079128
481.5	0	240751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.4527343
487.5	0	243751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.4446523
493.5	0	246751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	0.2806562
499.5	0	249751	vis_only	4	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.8722238
505.5	0	252751	aud_only	2	1	no Gabor shown	1	no Sound played	1	1.323832
511.5	0	255751	aud_only	2	2	no Gabor shown	1	no Sound played	1	0.4698763
517.5	0	258751	vis_only	4	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.5649108
523.5	0	261751	vis_only	4	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.5831857
529.5	0	264751	aud_only	2	2	no Gabor shown	2	no Sound played	0	0.7447077
535.5	0	267751	aud_dis	1	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.5227593
541.5	0	270751	vis_only	4	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.6149977
547.5	0	273751	vis_only	4	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.6559728
553.5	0	276751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	0.3471977
559.5	0	279751	aud_only	2	1	no Gabor shown	1	no Sound played	1	1.496966
565.5	0	282751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	0.7302553
571.5	0	285751	nonsp_aud	6	3	no Gabor shown	2	no Sound played	1	0.7129894
577.5	0	288751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.2974348
583.5	0	291751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.2666612
589.5	0	294751	aud_dis	1	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.620391
595.5	0	297751	vis_dis	3	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.1946802
601.5	0	300751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.2627384
607.5	0	303751	aud_only	2	2	no Gabor shown	2	no Sound played	1	0.7427816
613.5	0	306751	vis_only	4	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.5409729
619.5	0	309751	nonsp_vis	5	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.6106162
625.5	0	312751	nonsp_aud	6	1	no Gabor shown	3	no Sound played	1	1.102258
631.5	0	315751	aud_dis	1	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.6072866
637.5	0	318751	vis_only	4	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.487448
643.5	0	321751	vis_dis	3	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.1746531
649.5	0	324751	vis_only	4	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.3731891
655.5	0	327751	aud_only	2	3	no Gabor shown	2	no Sound played	1	0.6300642
661.5	0	330751	aud_dis	1	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.5921232
667.5	0	333751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	0.4185974
673.5	0	336751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.4434936
679.5	0	339751	vis_only	4	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.5304429
685.5	0	342751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	0	0.3629686
691.5	0	345751	vis_dis	3	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.2438964
697.5	0	348751	vis_only	4	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.4458681
703.5	0	351751	nonsp_aud	6	1	no Gabor shown	2	no Sound played	1	0.4504591
709.5	0	354751	aud_only	2	3	no Gabor shown	3	no Sound played	1	0.2967515
715.5	0	357751	vis_dis	3	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.2825531
721.5	0	360751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	0	0.3730912
727.5	0	363751	vis_dis	3	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.6786102
733.5	0	366751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.5187679
739.5	0	369751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.8091887
745.5	0	372751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.3821353
751.5	0	375751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	0	1.536499
757.5	0	378751	vis_only	4	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.541986
763.5	0	381751	nonsp_aud	6	1	no Gabor shown	2	no Sound played	1	0.7135479
769.5	0	384751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.3428011
775.5	0	387751	aud_only	2	1	no Gabor shown	2	no Sound played	1	0.4931659
781.5	0	390751	nonsp_vis	5	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	1.692983
787.5	0	393751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.2781751
793.5	0	396751	vis_only	4	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.9018637
799.5	0	399751	vis_dis	3	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.4471401
805.5	0	402751	vis_only	4	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.7587005
811.5	0	405751	vis_only	4	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.4220649
817.5	0	408751	vis_dis	3	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.6222607
823.5	0	411751	aud_only	2	3	no Gabor shown	2	no Sound played	1	1.206252
829.5	0	414751	nonsp_aud	6	2	no Gabor shown	2	no Sound played	1	0.8301319
835.5	0	417751	vis_only	4	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.4318414
841.5	0	420751	aud_only	2	2	no Gabor shown	1	no Sound played	0	0.9712612
847.5	0	423751	nonsp_vis	5	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.5936679
853.5	0	426751	nonsp_vis	5	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.535712
859.5	0	429751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.2501922
865.5	0	432751	vis_only	4	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.4372244
871.5	0	435751	aud_dis	1	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.6315476
877.5	0	438751	nonsp_aud	6	3	no Gabor shown	1	no Sound played	1	0.4159074
883.5	0	441751	nonsp_vis	5	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.5070214
889.5	0	444751	vis_dis	3	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.4812372
895.5	0	447751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.7946534
901.5	0	450751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.3008812
907.5	0	453751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.172584
913.5	0	456751	aud_only	2	1	no Gabor shown	2	no Sound played	1	0.7439468
919.5	0	459751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	0.7536597
925.5	0	462751	nonsp_aud	6	2	no Gabor shown	2	no Sound played	1	0.7572662
