onset	duration	sample	trial_type	condition	GaborV	Gabor_stim_file	SoundV	Sound_stim_file	Correct	response_time
1.5	0	751	aud_only	2	1	no Gabor shown	2	no Sound played	1	0.7168664
7.5	0	3751	vis_only	4	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.7745389
13.5	0	6751	aud_dis	1	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	1.196874
19.5	0	9751	aud_only	2	1	no Gabor shown	1	no Sound played	1	1.716218
25.5	0	12751	aud_only	2	2	no Gabor shown	2	no Sound played	0	0.4244241
31.5	0	15751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	1.368245
37.5	0	18751	aud_dis	1	2	gabor0_50percent.png	1	stimulus___500Hz.wav	0	0.6652417
43.5	0	21751	vis_only	4	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.5621218
49.5	0	24751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	0.8960175
55.5	0	27751	nonsp_vis	5	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	1.678716
61.5	0	30751	vis_only	4	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.776779
67.5	0	33751	vis_only	4	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.939321
73.5	0	36751	vis_only	4	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.7666596
79.5	0	39751	vis_only	4	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.7032252
85.5	0	42751	nonsp_vis	5	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	0.9369855
91.5	0	45751	nonsp_aud	6	3	no Gabor shown	1	no Sound played	1	1.054792
97.5	0	48751	nonsp_aud	6	3	no Gabor shown	2	no Sound played	0	0.6154773
103.5	0	51751	aud_only	2	1	no Gabor shown	3	no Sound played	1	0.7279026
109.5	0	54751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	0.7665583
