onset	duration	sample	trial_type	condition	GaborV	Gabor_stim_file	SoundV	Sound_stim_file	Correct	response_time
1.5	0	751	nonsp_vis	5	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	1.42602
7.5	0	3751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	1.907263
13.5	0	6751	nonsp_vis	5	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.9798334
19.5	0	9751	nonsp_aud	6	3	no Gabor shown	2	no Sound played	1	1.579273
25.5	0	12751	aud_only	2	1	no Gabor shown	2	no Sound played	1	1.892248
31.5	0	15751	nonsp_aud	6	3	no Gabor shown	2	no Sound played	1	0.6678095
37.5	0	18751	aud_only	2	1	no Gabor shown	1	no Sound played	1	0.5543526
43.5	0	21751	nonsp_vis	5	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.7545663
49.5	0	24751	vis_only	4	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	1.384972
55.5	0	27751	vis_dis	3	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	0.4681238
61.5	0	30751	vis_dis	3	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.5154871
67.5	0	33751	aud_dis	1	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.9874403
73.5	0	36751	vis_only	4	1	gabor-10_50percent.png	2	stimulus___1000Hz.wav	1	0.9098953
79.5	0	39751	vis_only	4	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.6702524
85.5	0	42751	vis_only	4	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.6634296
91.5	0	45751	aud_only	2	2	no Gabor shown	2	no Sound played	1	1.084401
97.5	0	48751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.3547436
103.5	0	51751	vis_only	4	2	gabor0_50percent.png	3	stimulus___2000Hz.wav	1	0.6934069
109.5	0	54751	vis_only	4	2	gabor0_50percent.png	2	stimulus___1000Hz.wav	1	0.8739057
115.5	0	57751	nonsp_vis	5	2	gabor0_50percent.png	1	stimulus___500Hz.wav	1	0.8830438
121.5	0	60751	vis_dis	3	3	gabor10_50percent.png	2	stimulus___1000Hz.wav	1	2.392634
127.5	0	63751	aud_dis	1	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	1.989417
133.5	0	66751	nonsp_aud	6	1	no Gabor shown	1	no Sound played	1	1.948854
139.5	0	69751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	0.6782006
145.5	0	72751	aud_only	2	2	no Gabor shown	1	no Sound played	1	0.3759021
151.5	0	75751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	2.63427
157.5	0	78751	aud_dis	1	1	gabor-10_50percent.png	3	stimulus___2000Hz.wav	1	2.071127
163.5	0	81751	aud_only	2	2	no Gabor shown	3	no Sound played	1	0.5644572
169.5	0	84751	vis_dis	3	1	gabor-10_50percent.png	1	stimulus___500Hz.wav	1	0.7736913
175.5	0	87751	nonsp_aud	6	2	no Gabor shown	1	no Sound played	1	0.7474705
181.5	0	90751	aud_only	2	2	no Gabor shown	2	no Sound played	1	2.526718
187.5	0	93751	nonsp_aud	6	3	no Gabor shown	3	no Sound played	1	0.9453548
193.5	0	96751	vis_dis	3	3	gabor10_50percent.png	3	stimulus___2000Hz.wav	1	0.6776883
199.5	0	99751	vis_dis	3	3	gabor10_50percent.png	1	stimulus___500Hz.wav	1	0.8314549
